Comment_Text_Arabic,Problem_Source
"الخيوط متاع الصوف هاذي تتفتفت برشا وقت الخدمة، صعيبة في التريكو.","المنتج"
"النقل من و إلى المطار اللي حجزتو معاكم، السائق تأخر برشا و قريب فاتتني الطيارة.","الخدمة"
"الفرشاة متاع الأسنان الكهربائية هاذي توقفت عن العمل بعد أسبوع. خسارة فلوس.","المنتج"
"شركة مكافحة القوارض حطو الطعم و مشاو، و القوارض مازالت عاملة حالة.","الخدمة"
"شريت ستائر جاهزة، القماش متاعها خفيف برشا و شفاف أكثر من اللازم.","المنتج"
"المترجم اللي اعتمدت عليه في وثيقة رسمية، عمل أخطاء لغوية فادحة.","الخدمة"
"شريت باكو مقرونة، لقيت فيه سوسة، وينو الكونترول الصحي هذا؟","المنتج"
"كريم الأساس هذا قالوا تغطية كاملة، وجهي قعد مبقع تقول ما عملت شي.","المنتج"
"شركتكم متاع الإنترنت كل يوم تقص، و الفاتورة توصل قد قد.","الخدمة"
"الـ  شريتو، البطارية متاعو ما تشدش حتى نص ساعة خدمة.","المنتج"
"حجزت طاولة في الريسطورون، كي مشيت لقيتهم عاطيينها لغيري. قلة نظام.","الخدمة"
"الـ هذا شريتو لولدي، ناقص منو 3 بياسات أساسية.","المنتج"
"التطبيق متاعكم متاع التاكسي ديما يعطيني شوفير بعيد بـ 20 دقيقة.","الخدمة"
"شريت جبن، تاريخ الصلوحية قريب يوفى و الطعم متاعو متغير.","المنتج"
"خدمة ما بعد البيع متاعكم كارثة، السلعة تعطلت و لا حياة لمن تنادي.","الخدمة"
"الليفرور وصلني الكومند ناقصة، و كي كلمتو قال موش مشكلتي.","الخدمة"
"الصبغة متاع الشعر هاذي عملتلي حساسية في فروة راسي، ولات حمراء و تاكل.","المنتج"
"شريت زيت زيتونة 'بكر ممتاز'، طلع مخلط و ريحتو موش هي.","المنتج"
"شركة الكراء متاع الكراهب عطاوني كرهبة حالتها تاعبة و نظافتها صفر.","الخدمة"
"الجاردينيا اللي شريتها مالـ pépinière ماتت بعد ثلاث أيام، شكلها مريضة من أصلو.","المنتج"
"خدمة العملاء متاع شركة الاتصالات ما يجاوبوك كان بعد نص ساعة انتظار.","الخدمة"
"المحل متاعكم ديما ناقص منو السلعة اللي نعمل عليها publicité.","الخدمة"
"باش تعمل اشتراك في القناة متاعكم، إجراءات معقدة و ما فماش مساعدة.","الخدمة"
"الفيتامينات هاذي شريتها، ما حسيت بحتى تحسن، كلام فارغ.","المنتج"
"الـ حجزت معاهم رحلة، و قبل السفر بيوم لغاوها بدون سبب مقنع.","الخدمة"
"شريت تلفزة بالتقسيط، لقيت السوم متاعها أغلى مالكاش ببرشا.","الخدمة"
"العجينة المورقة  الجاهزة هاذي يابسة و ما تتورقش بالكدا.","المنتج"
"السيت متاعكم باش تحجز موعد ديما يتبلنتا و يرجعني للصفحة الأولى.","الخدمة"
"الحذاء الرياضي هذا عملي وجيعة في ظهري، الـ  متاعو صفر.","المنتج"
"الـ  هذا رجعلي القميجة مكورة و فيها طبايع أكثر ملي كانت.","الخدمة"
"شريت  محاسبة، فيه برشا أغلاط في الحسابات، كارثة.","المنتج"
"الـ  متاعكم عن طريق الشات، الروبوت ما يفهمش سؤالي.","الخدمة"
"الـ  هذا ريحتو قوية تخنق، موش مريحة جملة.","المنتج"
"خدمة التنظيف اللي طلبتها للبيرو، جاو روطار و خدمو نص خدمة.","الخدمة"
"الـ  هذا يشحن التليفون 10% و يفرغ.","المنتج"
"البنك متاعكم الـ  ديما مافيهش فلوس، خاصة آخر الشهر.","الخدمة"
"شريت كاميرا مراقبة، جودة الصورة في الليل تاعبة على الآخر.","المنتج"
"الكوافور هذا حرقي شعري بالـ ، ولا يتفتت.","الخدمة"
"العصير المعلب هذا طعمتو كلها سكر و ملونات، لا علاقة بالفاكهة.","المنتج"
"شركة النقل العمومي، الكار ديما معبية و مواعيدها موش منتظمة.","الخدمة"
"الـ  'طبيعي' هذا شكيت فيه مغشوش، طعمتو سكر محروق.","المنتج"
"حاولت نرجع منتج شريتو أونلاين، سياسة الإرجاع معقدة و مستحيلة.","الخدمة"
"الـ  هذا ما ينحيش طعمة الكلور مالماء كيما قالو.","المنتج"
"المدرسة الخاصة هاذي، مستوى التعليم فيها ضعيف و الأساتذة موش كفء.","الخدمة"
"شريت مرتبة هوائية ، من أول ليلة بدات تتفش.","المنتج"
"طلبت تغيير زيت للكرهبة، رجعوهالي الزيت ناقص و الدنيا مزيتة.","الخدمة"
"الـ  هاذي تسخن برشا و ساعات تتسكر وحدها في وسط اللعبة.","المنتج"
"خدمة التوصيل السريع متاعكم أبطأ من التوصيل العادي متاع المنافسين.","الخدمة"
"الـ  هذا ما يدفيش جملة، بردت بيه ليلة كاملة.","المنتج"
"التليفون هذا شريتو، بعد جمعتين الباتري طاحت، ماعادش تشد جملة. خسارة فلوس!","المنتج"
"الكريم هذا قالو يرطب، عملي حساسية وجهي ولا أحمر تقول طماطمة.","المنتج"
"شريت سبادري، لبسة وحدة تفكت الخياطة متاعو. كاليتي صفر.","المنتج"
"الماكينة متاع القهوة هاذي ما تسخنش الماء بالباهي، القهوة تجي باردة.","المنتج"
"التلفزة شريتها عندها شهر، ولات فيها خطوط في الإكرون. ديفو مالصنعة.","المنتج"
"البارفان ريحتها قوية أول ما ترشها، أما بعد درجين تطير، كأنك ما عملت شي.","المنتج"
"الميكرو-أوند هذا الباب متاعو ما يتسكرش بالباهي، لازم تدز عليه بالقوة.","المنتج"
"شريت لعبة لولدي، ناقصة بياسات من داخل. كيفاش باش يلعب؟","المنتج"
"الكاسك هذا الصوت فيه تاعب على الآخر، و فيه ""زيز"" تقولشي راديو قديم.","المنتج"
"القميص هذا بعد أول غسلة كش و صغار.","المنتج"
"الفرن هذا يسخن من برا أكثر ملي يسخن من داخل، قريب حرقلي يدي.","المنتج"
"الزربية شريتها، نهارين و بدات تتنسل خيوطها.","المنتج"
"الستيلو هذا الحبّارة متاعو شاحت فيسع، ما كتبتش بيه حتى صفحتين.","المنتج"
"شريت خلاط  للعصير، من أول استعمال تحرق الموتور.","المنتج"
"الكاميرا هاذي تصويرتها مش واضحة كيما قالو في الإشهار.","المنتج"
"الشامبوان هذا نشفلي شعري تقول حلفة.","المنتج"
"الكرسي متاع البيرو بعد جمعة ولا يزقزق تقول فيه جن.","المنتج"
"الماكينة متاع الحجامة  تجرح و ما تحجمش بالباهي.","المنتج"
"التابلات هاذي ثقيلة برشا و فيسع تتسكر وحدها.","المنتج"
"الساعة الذكية  ما تحسبش الخطوات بالكدا، ديما غالطة.","المنتج"
"شريت مكيف  جديد، يعمل حس تقول تراكتور موش مكيف.","المنتج"
"الغسالة متاع الصحون ما تنظفش الكيسان بالباهي، يقعد فيهم الوسخ.","المنتج"
"البسكويت هذا طعمو خايب و يابس تقول حجرة.","المنتج"
"المرتبة  هاذي بعد شهر هبطت من شيرة.","المنتج"
"النظارات الشمسية هاذي البلارة متاعها فيسع تتخربش.","المنتج"
"الصباط هذا يوجع في الساقين من أول لبسة. الفورمة متاعو غالطة.","المنتج"
"شريت  فيه برشا  و ديما يتبلنتا.","المنتج"
"البرودوي متاع تنظيف الزجاج يخلي ضباب موش ينظف.","المنتج"
"الـ  هذا ما يشرجيش التليفون كامل، يشحن شوي و يفرغ.","المنتج"
"المقلاة  تلصق الماكلة من أول استعمال رغم اللي قالو antiadhésive.","المنتج"
"العود هذا شريتو باش نبخر الدار، ريحتو تقول حريق.","المنتج"
"الـ ، وحدة تخدم و وحدة لا.","المنتج"
"الكتاب هذا فيه أغلاط مطبعية برشا، ما تنجمش تقراه.","المنتج"
"الجال متاع الدوش ريحتو صناعية خايبة.","المنتج"
"الـ  هذا ما يقراش  كان بالقوة.","المنتج"
"شريت ماكينة خياطة، الإبرة متاعها فيسع تتكسر.","المنتج"
"لعبة الفيديو هاذي الـ  متاعها تاعب على الآخر.","المنتج"
"الطلاء متاع الحيوط هذا ما يشدش و فيسع يتقشر.","المنتج"
"شريت ، تستهلك حبر بشكل موش عادي.","المنتج"
"الدواء هذا عندو أعراض جانبية خايبة برشا.","المنتج"
"الـ  متاع التليفون هذا سخون ياسر تقول باش يتحرق.","المنتج"
"الـ  هذا ساعات ما يقراهوش الـ PC.","المنتج"
"المصباح  هذا تحرق بعد يومين مالتركيب.","المنتج"
"شريت غطاء سرير ، الألوان متاعو باهتة موش كيما في التصويرة.","المنتج"
"الـ  هذا يطير شوية و يطيح وحدو، الـ  فيه مشكلة.","المنتج"
"الـ  هذا يعمل برشا حس و ما يبردش بالباهي.","المنتج"
"شريت مجموعة أقلام تلوين، الألوان شايحة.","المنتج"
"الـ  هذا الـ  متاعو ضعيف و ديما يقص.","المنتج"
"الـ  هذا الخيوط متاعو رهيفة و قريب تتقطع.","المنتج"
"الـ  هذا فيسع توسخ و صعيب في التنظيف.","المنتج"
"طلبت بيتزا، وصلتني بعد ساعتين و باردة ثلج. خدمة توصيل كارثة!","الخدمة"
"المنتج باهي، أما الليفريزور أخلاقه صفر، قريب تعارك معايا.","الخدمة"
"عندي مشكلة في السلعة، كلمت خدمة العملاء حتى حد ما هز عليا.","الخدمة"
"التركيب متاع الكليماتيزور عملوه بالغالط، الدنيا الكل ولات تقطر بالماء.","الخدمة"
"وصلتني الكومند ناقصة حاجات، و هوما حالفين اللي بعثوها كاملة.","الخدمة"
"المنتج تكسر في التوصيل، و توا ما حبوش يبدلوهولي.","الخدمة"
"باش رجعت سلعة قريب هبلوني، شهر و أنا نجري وراهم.","الخدمة"
"السيت متاعكم معقد برشا، قريب ساعة و أنا نلوج كيفاش نعدي كومند.","الخدمة"
"قالولي التوصيل بلاش، و بعد كيف وصل الليفريزور طلب عليا فلوس زيادة.","الخدمة"
"بعثتلهم نستفسر على حاجة، عندهم جمعة ما جاوبونيش.","الخدمة"
"المنتج ممتاز، أما التغليف  متاعو كان محلول و حالتو حليلة.","الخدمة"
"اللي يخدمو في المحل موش فاهمين شي، نسألهم على حاجة يدوخو.","الخدمة"
"الضمان متاع المنتج هذا حكاية فارغة، كي تستحقهم ما تلقاهمش.","الخدمة"
"وعدوني التوصيل في 3 أيام، عندها جمعة و مازال ما وصل شي.","الخدمة"
"السرفيس تكنيك متاعهم كارثة، كل مرة يبعثولي واحد أجهل من لاخر.","الخدمة"
"شريت من عندهم أونلاين، بعثولي موديل آخر موش اللي طلبتو.","الخدمة"
"الـ  متاعهم ديما ، مستحيل تشدهم.","الخدمة"
"باش تعمل  لبرنامج، طلبو عليا فلوس زيادة ما تفهمناش علاها.","الخدمة"
"المنتج وصل مكسر، و توا يقولولي المشكل من شركة التوصيل موش منهم.","الخدمة"
"عملت اشتراك في خدمة، و مازلت ما تفعلتش رغم اللي خلصت.","الخدمة"
"خدمة ما بعد البيع تحت الصفر، شريت و ندمت.","الخدمة"
"الليفرور وصل في وقت غالط و مالقانيش، و توا يحبني نخلص مرة أخرى.","الخدمة"
"طلبت  في الكومند، قالولي إيه و بعد جاتني كيما هي.","الخدمة"
"المحل ديما مسكر قبل الوقت الرسمي، نجي نلقاهم سكرو.","الخدمة"
"حاطين بروموسيون في السيت، كي مشيت للمحل قالولي وفات و هوما مازالو معلنين علاها.","الخدمة"
"الرد متاعهم على الشكاوي بارد و ما فيه حتى حل.","الخدمة"
"المنتج باهي أما غالي برشا مقارنة بالخدمة اللي يقدموها معاه.","الخدمة"
"التوصيل للمناطق الداخلية عندهم شبه مستحيل و غالي برشا.","الخدمة"
"ما فماش حتى  للكومند، ما تعرفها وين وصلت.","الخدمة"
"الـ  متاعهم ديما فيها مشاكل و ما تخدمش بالكدا.","الخدمة"
"السلعة وصلت أما موش نفس اللون اللي اخترتو من السيت.","الخدمة"
"باش تبدل حاجة شريتها، لازمك ترجع للمحل الرئيسي بركا، و هو بعيد عليا.","الخدمة"
"خدمة العملاء ما يحكيوش بالتونسي بالباهي، صعيب تتفاهم معاهم.","الخدمة"
"التركيب خذا برشا وقت أكثر ملي قالولي، عطلوني على مصالحي.","الخدمة"
"طلبوا مني معلومات شخصية برشا زيادة عن اللزوم باش نشري حاجة بسيطة.","الخدمة"
"المنتج معاه  أما بلغة أخرى، موش بالعربية و لا الفرنسية.","الخدمة"
"بعد ما شريت اكتشفت فما  ما قالوليش عليهم.","الخدمة"
"الليفريزور ما عندوش صرف، قريب رجعت الكومند على خاطر الحكاية هاذي.","الخدمة"
"ما عندهمش خيارات دفع متنوعة، كان كاش و إلا شيك.","الخدمة"
"الـ  متاعهم يخدم كان في أوقات معينة و صعيب تلحق عليهم.","الخدمة"
"كي طلبت الفاتورة، قعدوا يماطلوا فيا قريب جمعة.","الخدمة"
"المعلومات في الموقع غالطة، مشيت على أساس فما ستوك و لقيت ما فماش.","الخدمة"
"وعدوني بهدية مع الطلب، و ما جاتش الهدية.","الخدمة"
"السيستام متاع الحجز  عندهم ديما واقع.","الخدمة"
"ما يرجعولكش فلوسك كان بـ ، ما تحبش ترجع تشري من عندهم مرة أخرى.","الخدمة"
"التغليف كان سيء جداً، السلعة كانت تنجم تتكسر بسهولة.","الخدمة"
"الموظف اللي كلمني كان يتكلم بزربة و ما فهمت منو شي.","الخدمة"
"وصف المنتج في الموقع ناقص برشا تفاصيل مهمة.","الخدمة"
"ما عندهمش حتى احترام للمواعيد، قالولي نجي في وقت و قعدت نستنى بالسوايع.","الخدمة"
"الخدمة الكل على بعضها تجيب الهم، واحد يندم اللي تعامل معاهم.","الخدمة"
"شريت لعبة لولدي، ناقصة بياسات من داخل. كيفاش باش يلعب؟","المنتج"
"الكتاب هذا فيه أغلاط مطبعية برشا، ما تنجمش تقراه.","المنتج"
"باش تعمل  لبرنامج، طلبو عليا فلوس زيادة ما تفهمناش علاها.","الخدمة"
"الفرن هذا يسخن من برا أكثر ملي يسخن من داخل، قريب حرقلي يدي.","المنتج"
"بعثتلهم  نستفسر على حاجة، عندهم جمعة ما جاوبونيش.","الخدمة"
"شريت سبادري، لبسة وحدة تفكت الخياطة متاعو. كاليتي صفر.","المنتج"
"ما يرجعولكش فلوسك كان بـ ، ما تحبش ترجع تشري من عندهم مرة أخرى.","الخدمة"
"الستيلو هذا الحبّارة متاعو شاحت فيسع، ما كتبتش بيه حتى صفحتين.","المنتج"
"شريت مجموعة أقلام تلوين، الألوان شايحة.","المنتج"
"المنتج باهي، أما الليفريزور أخلاقه صفر، قريب تعارك معايا.","الخدمة"
"الدواء هذا عندو أعراض جانبية خايبة برشا.","المنتج"
"النظارات الشمسية هاذي البلارة متاعها فيسع تتخربش.","المنتج"
"التليفون هذا شريتو، بعد جمعتين الباتري طاحت، ماعادش تشد جملة. خسارة فلوس!","المنتج"
"المنتج وصل مكسر، و توا يقولولي المشكل من شركة التوصيل موش منهم.","الخدمة"
"الماكينة متاع القهوة هاذي ما تسخنش الماء بالباهي، القهوة تجي باردة.","المنتج"
"الكرسي متاع البيرو بعد جمعة ولا يزقزق تقول فيه جن.","المنتج"
"المنتج باهي أما غالي برشا مقارنة بالخدمة اللي يقدموها معاه.","الخدمة"
"الـ ، وحدة تخدم و وحدة لا.","المنتج"
"التركيب خذا برشا وقت أكثر ملي قالولي، عطلوني على مصالحي.","الخدمة"
"الماكينة متاع الحجامة تجرح و ما تحجمش بالباهي.","المنتج"
"شريت ، فيه برشا  و ديما يتبلنتا.","المنتج"
"الغسالة متاع الصحون ما تنظفش الكيسان بالباهي، يقعد فيهم الوسخ.","المنتج"
"الـ  متاعهم ديما ، مستحيل تشدهم.","الخدمة"
"السرفيس تكنيك متاعهم كارثة، كل مرة يبعثولي واحد أجهل من لاخر.","الخدمة"
"المنتج ممتاز، أما التغليف  متاعو كان محلول و حالتو حليلة.","الخدمة"
"شريت غطاء سرير ، الألوان متاعو باهتة موش كيما في التصويرة.","المنتج"
"الـ هذا يطير شوية و يطيح وحدو، الـ  فيه مشكلة.","المنتج"
"شريت مكيف  جديد، يعمل حس تقول تراكتور موش مكيف.","المنتج"
"الـ  هذا الـ  متاعو ضعيف و ديما يقص.","المنتج"
"المنتج معاه  أما بلغة أخرى، موش بالعربية و لا الفرنسية.","الخدمة"
"البارفان ريحتها قوية أول ما ترشها، أما بعد درجين تطير، كأنك ما عملت شي.","المنتج"
"الماكينة متاع القهوة هاذي ما تسخنش الماء بالباهي، القهوة تجي باردة.","المنتج"
"الـ  هذا فيسع توسخ و صعيب في التنظيف.","المنتج"
"السيت متاعكم معقد برشا، قريب ساعة و أنا نلوج كيفاش نعدي كومند.","الخدمة"
"الساعة الذكية  ما تحسبش الخطوات بالكدا، ديما غالطة.","المنتج"
"شريت خلاط  للعصير، من أول استعمال تحرق الموتور.","المنتج"
"الطلاء متاع الحيوط هذا ما يشدش و فيسع يتقشر.","المنتج"
"الليفريزور ما عندوش صرف، قريب رجعت الكومند على خاطر الحكاية هاذي.","الخدمة"
"الـ  متاع التليفون هذا سخون ياسر تقول باش يتحرق.","المنتج"
"الـ  هذا ما يقراش  كان بالقوة.","المنتج"
"المنتج باهي أما الكفالة متاعو كأنها موش موجودة، ما يعترفوش بيها.","الخدمة"
"الـ  هذا ما يشرجيش التليفون كامل، يشحن شوي و يفرغ.","المنتج"
"المنتج تكسر في التوصيل، و توا ما حبوش يبدلوهولي.","الخدمة"
"شريت ، تستهلك حبر بشكل موش عادي.","المنتج"
"الـ  متاعهم ديما فيها مشاكل و ما تخدمش بالكدا.","الخدمة"
"الكريم هذا قالو يرطب، عملي حساسية وجهي ولا أحمر تقول طماطمة.","المنتج"
"الكاسك هذا الصوت فيه تاعب على الآخر، و فيه 'زيز' تقولشي راديو قديم.","المنتج"
"الزربية شريتها، نهارين و بدات تتنسل خيوطها.","المنتج"
"القميص هذا بعد أول غسلة كش و صغار.","المنتج"
"الـ  هذا يعمل برشا حس و ما يبردش بالباهي.","المنتج"
"الـ  هذا الخيوط متاعو رهيفة و قريب تتقطع.","المنتج"
"الكرسي متاع البيرو بعد جمعة ولا يزقزق تقول فيه جن.","المنتج"
"النظام متاع الحجز  عندهم ديما واقع.","الخدمة"
"خدمة ما بعد البيع تحت الصفر، شريت و ندمت.","الخدمة"
"الدواء هذا عندو أعراض جانبية خايبة برشا.","المنتج"
"شريت علبة تونة، لقيت فيها طعم معدني غريب، رميتها خفت منها.","المنتج"
"شركة تنظيف خزانات المياه، بعد ما نظفوا الخزان الماء ولا فيه ريحة دواء قوية.","الخدمة"
"المرطب الشفاه هذا يخلي الشفايف جافة أكثر بعد ما يزول مفعوله.","المنتج"
"تطبيق حجز تذاكر السينما متاعكم ديما يعلق وقت اختيار المقاعد.","الخدمة"
"الـ يو أس بي  فلاش ميموري هذا شريتو جديد، طلع محمي ضد الكتابة وما يتفرمتش.","المنتج"
"خدمة رعاية الحيوانات الأليفة فندق القطط/الكلاب اللي خليت عندهم قطي، رجع مريض و خايف.","الخدمة"
"شريت باكو شيبس، أغلبه هواء و كمية الشيبس قليلة جداً. خداع.","المنتج"
"التطبيق متاعكم لتعلم اللغات، النطق الآلي للكلمات غالط برشا.","الخدمة"
"القهوة المطحونة هاذي فيها برشا غبرة و طعمها خفيف تقول ماء.","المنتج"
"خدمة العملاء متاع شركة توزيع الغاز، ما يجاوبوش على الاستفسارات و الفواتير ديما تجي بتقديرات عالية.","الخدمة"
"مروحة المكتب الصغيرة هاذي ريشاتها ضعيفة و ما تحركش الهواء بالكفاءة.","المنتج"
"عامل توصيل من الصيدلية جابلي دواء مختلف عن اللي في الوصفة. خطأ فادح.","الخدمة"
"كريم إزالة الشعر هذا عملي حروق و بقع حمراء على جلدي. منتج خطير.","المنتج"
"شركة صيانة الطرقات يصلحوا حفرة، و بعد شهر ترجع كيما كانت و أسوأ. شغل تعبان.","الخدمة"
"جهاز قياس السكر في الدم هذا الأشرطة متاعو غالية برشا و موش متوفرة ديما.","المنتج"
"المنصة الافتراضية للاجتماعات اللي تستعملها الشركة، الصوت ديما يقطع و الصورة تتجمد.","الخدمة"
"شريت جبنة بيضاء للدهن، لقيتها سائلة جداً كأنها حليب و طعمها خفيف.","المنتج"
"شركة رش الحدائق بالمبيدات، قتلولي النباتات الزينة مع الحشرات الضارة.","الخدمة"
"ألوان الطعام السائلة هاذي تعطي لون باهت جداً و لازم تستعمل كمية كبيرة.","المنتج"
"خدمة استخراج الوثائق الرسمية أونلاين، الموقع ديما خارج الخدمة وقت الذروة.","الخدمة"
"المطعم اللي يبيع مأكولات بحرية، السمك متاعو موش طازج و الأسعار نار.","الخدمة"
"واقي الشاشة متاع الهاتف هذا اتكسر من أول طيحة خفيفة، حماية صفر.","المنتج"
"باش تجدد رخصة السياقة، الإجراءات في الإدارة معقدة و تاخذ نهار كامل.","الخدمة"
"حبوب الكولاجين هاذي شريتها غالية، ما لاحظت حتى تغيير في بشرتي أو شعري.","المنتج"
"وكالة تأجير الدراجات النارية، الدراجات قديمة و صيانتها سيئة.","الخدمة"
"شريت تربة زراعية معبأة، لقيتها مليانة حجارة و بقايا بلاستيك.","المنتج"
"تطبيق توصيل الطلبات من المحلات، رسوم التوصيل تتبدل كل مرة بدون سبب واضح.","الخدمة"
"الخبز المحمص المعلب هذا يابس زيادة عن اللزوم و يتفتت بسهولة.","المنتج"
"الخط الأخضر للشكاوي البيئية، يا إما ما يجاوبوش أو يقولولك موش من اختصاصنا.","الخدمة"
"جهاز ترطيب الجو هذا يطلع بخار بارد جداً و يخلي الغرفة رطبة أكثر من اللازم.","المنتج"
"شركة تركيب ألواح الطاقة الشمسية، التركيب كان عشوائي و الأداء ضعيف.","الخدمة"
"شريت هاتف أرضي لاسلكي، مدى الإشارة متاعو ضعيف جداً داخل البيت.","المنتج"
"خدمة توصيل باقات الورد، الورد يوصل في حالة سيئة و التنسيق مختلف عن الصورة.","الخدمة"
"شاحن لاسلكي للهاتف هذا بطيء جداً في الشحن و يسخن التليفون برشا.","المنتج"
"مصلحة تسجيل السيارات، ديما زحمة كبيرة و الموظفين يتعاملوا ببطء شديد.","الخدمة"
"كاميرا الويب هاذي جودة الصورة فيها ضعيفة و الألوان باهتة جداً.","المنتج"
"صالون الحلاقة للرجال هذا، الحلاق ما يتبعش الطلب و يقص الشعر بطريقة عشوائية.","الخدمة"
"المعجنات المجمدة اللي شريتها، بعد الطهي العجينة من داخل ما طابتش.","المنتج"
"خدمة الإنترنت عبر الألياف البصرية، السرعة المعلن عنها ما توصلش حتى ربعها.","الخدمة"
"الخلاط العمودي البرا ميكسر هذا اهتزازه قوي و يطرطش السوائل في كل مكان.","المنتج"
"حاولت نستفسر على قرض من البنك، الموظف ما عطانيش معلومات واضحة و كان يحاول يمررلي منتجات أخرى.","الخدمة"
"فلتر هواء السيارة هذا شريتو، بعد تركيبه ريحة الغبرة دخلت للسيارة أكثر.","المنتج"
"مدرسة تعليم الموسيقى للأطفال، طريقة التدريس مملة و الأطفال ما استفادوش.","الخدمة"
"القفازات القماشية للحماية من الحرارة هاذي ما تعزلش الحرارة بالكفاءة و قريب تحرقت.","المنتج"
"شركة نقل البضائع بين المدن، أسعارهم مبالغ فيها و البضاعة توصل متأخرة.","الخدمة"
"المكواة البخارية هاذي تسرب ماء على الملابس وقت الكي.","المنتج"
"طلبت من مخبزكم كيكة عيد ميلاد بتصميم معين، جابولي تصميم آخر تماماً. خيبة أمل.","الخدمة"
"جهاز كشف المعادن هذا يصدر أصوات عشوائية حتى لو ما فماش معادن.","المنتج"
"خدمة العملاء متاع شركة بيع الأجهزة الالكترونية بالتجزئة، ما يفهموش في خصائص المنتجات.","الخدمة"
"شريت غسالة صحون جديدة، ما تنظفش الأواني اللي فيها دهون صعبة بالكفاءة.","المنتج"
"حضانة الأطفال هاذي الإدارة متاعها تتغير كل فترة و ما فماش استقرار في البرنامج.","الخدمة"
"الشواية الكهربائية هاذي تاخذ وقت طويل باش تسخن و توزع الحرارة بشكل غير متساوي.","المنتج"
"شركة توزيع الكهرباء، الانقطاعات المتكررة للتيار أتلفتلي أجهزة كهربائية في الدار.","الخدمة"
"شريت مجموعة أقلام تحديد ماركر، أغلبها جاف من أول استعمال.","المنتج"
"الورشة متاع إصلاح الهواتف هاذي، بدلولي قطعة غيار موش أصلية و الهاتف ولا أسوأ.","الخدمة"
"جهاز قياس نسبة الأكسجين في الدم هذا قراءاته موش ثابتة و تختلف كل ثانية.","المنتج"
"خدمة توصيل الأكل الصحي للرياضيين، الوجبات مكررة و طعمها موش مقبول.","الخدمة"
"المحول الكهربائي ترانسفورماتور هذا يعمل صوت أزيز عالي و مزعج.","المنتج"
"العيادة البيطرية الحكومية، نقص كبير في الأدوية و المعدات و المواعيد بعيدة جداً.","الخدمة"
"شريت طلاء مائي للجدران، التغطية متاعو ضعيفة و احتجت ندهن ثلاث طبقات.","المنتج"
"شركة تركيب الزجاج العازل للصوت، ما فماش فرق كبير في مستوى الضوضاء بعد التركيب.","الخدمة"
"آلة صنع الزبادي المنزلية هاذي ما تخثرش الحليب بالكفاءة و الزبادي يجي سائل.","المنتج"
"خدمة استئجار المعدات الطبية للمنزل، المعدات توصل موش نظيفة و حالتها سيئة.","الخدمة"
"شريت لعبة لوحية جديدة، القواعد متاعها معقدة و موش واضحة بالمرة.","المنتج"
"المحاسب القانوني اللي تعاملت معاه، عملي أخطاء في الإقرار الضريبي كلفتني غرامات.","الخدمة"
"المقص الكهربائي للقماش هذا شفرته تبرد بسرعة و يعض في القماش.","المنتج"
"خدمة الاشتراك في منصة الكتب الصوتية، أغلب الكتب المشهورة موش موجودة.","الخدمة"
"المرتبة الإسفنجية هاذي هبطت من الوسط بعد شهرين استعمال و عملتلي وجيعة في ظهري.","المنتج"
"النقاش عامل الدهان اللي خدم عندي، خلا الحيوط مبقعة و الخدمة موش نظيفة.","الخدمة"
"شريت جهاز تدليك القدمين، الاهتزاز متاعو ضعيف جداً و ما يرتحش.","المنتج"
"شركة تنظيم الرحلات السياحية الداخلية، البرنامج كان مكثف جداً و ما شفناش الأماكن براحة.","الخدمة"
"الشريط اللاصق ذو الوجهين هذا ما يلصقش بالكفاءة و الحاجات تطيح.","المنتج"
"المرشد الزراعي اللي استشرتو، نصائحو كانت عامة و ما فادتنيش في مشكلتي الخاصة.","الخدمة"
"شريت خيمة تخييم، القماش متاعها تسرب الماء من أول مطرة خفيفة.","المنتج"
"خدمة الحجز المسبق لتذاكر المتاحف، وصلت لقيت طابور طويل و الأولوية موش محترمة.","الخدمة"
"السخا الفوري للماء هذا يستهلك كهرباء بشكل جنوني و الماء ما يسخنش بالسرعة المطلوبة.","المنتج"
"مركز التدريب المهني هذا، الشهادة متاعو موش معترف بيها في سوق الشغل.","الخدمة"
"شريت طائرة ورقية درون صغيرة للأطفال، التحكم فيها صعيب جداً و تكسرت من أول يوم.","المنتج"
"خدمة تنظيف المفروشات بالبخار، خلات بقع ماء كبيرة على الكنب.","الخدمة"
"مجموعة أزاميل النحت على الخشب هاذي الحديد متاعها لين و الشفرات تتكسر.","المنتج"
"العيادة الجلدية هاذي الطبيب وصفلي كريم غالي و ما جابش نتيجة لحب الشباب.","الخدمة"
"بيت الطيور الخشبي هذا صغير على العصافير و المسامير متاعو ظاهرة تنجم تجرحهم.","المنتج"
"خدمة تأجير مستلزمات الأفراح كراسي، طاولات، جابولي حاجات مكسرة و موش نظيفة.","الخدمة"
"شريت حوض سباحة بلاستيكي للأطفال، تنفخ و تفش من ثاني يوم.","المنتج"
"مدرب تعليم السباحة هذا ما عندوش صبر مع المبتدئين و يركز كان على المتقدمين.","الخدمة"
"مقياس الحرارة الرقمي هذا يعطي قراءات مختلفة في كل مرة لنفس الشخص. موثوقية صفر.","المنتج"
"مكتب الخدمات العامة لإنجاز المعاملات، ياخذوا برشا وقت و يطلبوا فلوس على كل خطوة.","الخدمة"
"شريت دراجة هوائية ثابتة للتمارين، المقاومة متاعها ضعيفة جداً و ما فماش تحدي.","المنتج"
